iter	Passed	Remaining
948	22934	134150
949	22960	134138
950	22988	134135
951	23014	134119
952	23039	134105
953	23067	134100
954	23107	134168
955	23136	134175
956	23162	134160
957	23187	134137
958	23212	134119
959	23239	134112
960	23264	134092
961	23290	134078
962	23315	134059
963	23340	134039
964	23365	134016
965	23395	134026
966	23423	134027
967	23448	134006
968	23474	133992
969	23501	133984
970	23530	133987
971	23556	133971
972	23581	133953
973	23610	133955
974	23636	133939
975	23662	133927
976	23688	133909
977	23712	133886
978	23738	133870
979	23764	133855
980	23791	133848
981	23822	133861
982	23848	133848
983	23873	133827
984	23900	133820
985	23928	133813
986	23952	133788
987	23978	133775
988	24007	133774
989	24036	133781
990	24062	133761
991	24087	133742
992	24113	133727
993	24141	133723
994	24166	133704
995	24192	133693
996	24220	133683
997	24245	133665
998	24271	133653
999	24299	133646
1000	24323	133618
1001	24348	133601
1002	24374	133588
1003	24401	133576
1004	24427	133563
1005	24453	133545
1006	24479	133530
1007	24505	133517
1008	24531	133499
1009	24555	133473
1010	24580	133453
1011	24605	133431
1012	24633	133428
1013	24658	133409
1014	24685	133399
1015	24711	133384
1016	24737	133366
1017	24761	133341
1018	24784	133312
1019	24810	133295
1020	24837	133286
1021	24863	133268
1022	24886	133237
1023	24910	133213
1024	24936	133197
1025	24963	133187
1026	24990	133176
1027	25016	133162
1028	25043	133153
1029	25070	133139
1030	25096	133127
1031	25123	133116
1032	25151	133110
1033	25179	133105
1034	25205	133091
1035	25231	133076
1036	25257	133061
1037	25285	133051
1038	25326	133116
1039	25352	133101
1040	25379	133090
1041	25402	133059
1042	25429	133046
1043	25457	133041
1044	25482	133021
1045	25508	133005
1046	25534	132986
1047	25558	132962
1048	25583	132942
1049	25609	132927
1050	25636	132912
1051	25662	132900
1052	25688	132880
1053	25712	132855
1054	25738	132840
1055	25762	132814
1056	25788	132797
1057	25813	132777
1058	25839	132760
1059	25865	132743
1060	25891	132725
1061	25916	132707
1062	25942	132688
1063	25967	132670
1064	25995	132663
1065	26023	132655
1066	26052	132653
1067	26076	132631
1068	26102	132612
1069	26128	132597
1070	26155	132585
1071	26199	132658
1072	26228	132656
1073	26254	132642
1074	26280	132623
1075	26306	132610
1076	26333	132594
1077	26387	132722
1078	26434	132808
1079	26477	132878
1080	26507	132882
1081	26539	132894
1082	26566	132882
1083	26591	132858
1084	26616	132839
1085	26646	132841
1086	26676	132842
1087	26703	132829
1088	26729	132814
1089	26755	132795
1090	26782	132783
1091	26807	132762
1092	26834	132748
1093	26859	132724
1094	26885	132710
1095	26912	132694
1096	26937	132673
1097	26965	132664
1098	26993	132656
1099	27019	132639
1100	27045	132621
1101	27070	132603
1102	27096	132583
1103	27121	132563
1104	27147	132541
1105	27175	132535
1106	27200	132515
1107	27226	132496
1108	27253	132482
1109	27280	132472
1110	27307	132455
1111	27331	132432
1112	27357	132413
1113	27383	132393
1114	27408	132372
1115	27434	132356
1116	27460	132335
1117	27487	132324
1118	27512	132302
1119	27538	132283
1120	27564	132263
1121	27590	132247
1122	27616	132227
1123	27642	132211
1124	27666	132183
1125	27690	132159
1126	27716	132139
1127	27742	132120
1128	27769	132106
1129	27796	132096
1130	27835	132140
1131	27861	132122
1132	27889	132113
1133	27916	132097
1134	27940	132071
1135	27967	132059
1136	27996	132052
1137	28021	132032
1138	28050	132024
1139	28075	132002
1140	28102	131990
1141	28127	131968
1142	28154	131955
1143	28179	131931
1144	28208	131926
1145	28235	131911
1146	28260	131890
1147	28286	131870
1148	28313	131858
1149	28337	131830
1150	28362	131809
1151	28387	131783
1152	28411	131759
1153	28439	131750
1154	28464	131725
1155	28488	131696
1156	28514	131680
1157	28541	131665
1158	28566	131642
1159	28591	131617
1160	28617	131602
1161	28643	131582
1162	28665	131546
1163	28690	131520
1164	28716	131504
1165	28742	131484
1166	28767	131462
1167	28794	131447
1168	28820	131431
1169	28845	131406
1170	28872	131392
1171	28900	131382
1172	28925	131362
1173	28950	131338
1174	28978	131328
1175	29007	131321
1176	29034	131308
1177	29061	131294
1178	29086	131270
1179	29111	131246
1180	29136	131226
1181	29163	131211
1182	29189	131194
1183	29212	131159
1184	29238	131143
1185	29265	131127
1186	29290	131104
1187	29318	131095
1188	29346	131084
1189	29372	131065
1190	29398	131045
1191	29426	131038
1192	29453	131020
1193	29478	130999
1194	29504	130979
1195	29529	130956
1196	29555	130937
1197	29581	130917
1198	29606	130893
1199	29632	130875
1200	29658	130857
1201	29694	130884
1202	29721	130867
1203	29749	130856
1204	29773	130828
1205	29795	130792
1206	29820	130771
1207	29846	130750
1208	29871	130726
1209	29895	130698
1210	29917	130661
1211	29939	130628
1212	29963	130599
1213	29987	130570
1214	30012	130549
1215	30036	130522
1216	30061	130498
1217	30087	130478
1218	30112	130453
1219	30137	130430
1220	30163	130410
1221	30187	130384
1222	30212	130362
1223	30237	130339
1224	30263	130318
1225	30288	130294
1226	30315	130278
1227	30337	130245
1228	30364	130230
1229	30389	130203
1230	30415	130184
1231	30442	130172
1232	30470	130161
1233	30494	130133
1234	30520	130111
1235	30545	130092
1236	30570	130066
1237	30595	130044
1238	30621	130025
1239	30651	130020
1240	30676	129998
1241	30701	129976
1242	30725	129946
1243	30749	129920
1244	30777	129907
1245	30802	129882
1246	30825	129852
1247	30849	129826
1248	30877	129814
1249	30901	129786
1250	30924	129755
1251	30949	129729
1252	30973	129703
1253	30996	129672
1254	31020	129644
1255	31045	129619
1256	31069	129593
1257	31097	129579
1258	31120	129550
1259	31145	129525
1260	31169	129497
1261	31196	129484
1262	31220	129455
1263	31243	129424
1264	31281	129454
1265	31305	129425
1266	31332	129409
1267	31357	129388
1268	31382	129362
1269	31407	129340
1270	31429	129304
1271	31455	129285
1272	31481	129263
1273	31506	129241
1274	31530	129211
1275	31556	129194
1276	31581	129169
1277	31607	129152
1278	31632	129126
1279	31659	129112
1280	31684	129088
1281	31711	129073
1282	31736	129048
1283	31763	129033
1284	31787	129006
1285	31811	128976
1286	31835	128948
1287	31858	128918
1288	31883	128893
1289	31909	128876
1290	31935	128856
1291	31962	128837
1292	31987	128816
1293	32012	128791
1294	32038	128772
1295	32065	128758
1296	32091	128735
1297	32117	128715
1298	32142	128692
1299	32168	128674
1300	32193	128650
1301	32218	128627
1302	32242	128599
1303	32266	128570
1304	32290	128541
1305	32314	128516
1306	32340	128494
1307	32365	128471
1308	32389	128444
1309	32415	128424
1310	32442	128410
1311	32467	128383
1312	32489	128350
1313	32513	128321
1314	32539	128300
1315	32564	128279
1316	32589	128252
1317	32614	128231
1318	32640	128211
1319	32667	128193
1320	32694	128177
1321	32727	128187
1322	32754	128172
1323	32780	128150
1324	32803	128120
1325	32827	128091
1326	32851	128064
1327	32876	128040
1328	32899	128007
1329	32923	127981
1330	32949	127961
1331	32978	127951
1332	33004	127932
1333	33029	127907
1334	33055	127889
1335	33080	127865
1336	33103	127832
1337	33129	127812
1338	33154	127787
1339	33178	127760
1340	33205	127744
1341	33231	127724
1342	33256	127701
1343	33282	127683
1344	33305	127650
1345	33330	127627
1346	33356	127605
1347	33380	127579
1348	33407	127563
1349	33432	127537
1350	33455	127508
1351	33481	127488
1352	33506	127463
1353	33530	127434
1354	33555	127410
1355	33579	127385
1356	33606	127366
1357	33632	127349
1358	33656	127320
1359	33680	127292
1360	33704	127264
1361	33729	127241
1362	33754	127218
1363	33777	127186
1364	33802	127161
1365	33825	127130
1366	33849	127102
1367	33875	127082
1368	33900	127058
1369	33924	127029
1370	33948	127004
1371	33979	127000
1372	34005	126983
1373	34031	126962
1374	34056	126936
1375	34080	126911
1376	34104	126882
1377	34131	126865
1378	34156	126843
1379	34180	126813
1380	34204	126787
1381	34230	126766
1382	34254	126741
1383	34281	126722
1384	34306	126698
1385	34332	126677
1386	34356	126649
1387	34379	126618
1388	34404	126593
1389	34428	126569
1390	34451	126535
1391	34475	126507
1392	34501	126487
1393	34526	126465
1394	34551	126440
1395	34575	126413
1396	34601	126394
1397	34627	126371
1398	34651	126344
1399	34675	126316
1400	34698	126287
1401	34723	126263
1402	34750	126246
1403	34776	126226
1404	34803	126208
1405	34832	126199
1406	34861	126189
1407	34889	126178
1408	34917	126163
1409	34945	126150
1410	34970	126125
1411	34994	126100
1412	35020	126080
1413	35048	126066
1414	35074	126044
1415	35099	126020
1416	35122	125991
1417	35147	125967
1418	35171	125938
1419	35194	125908
1420	35222	125892
1421	35245	125861
1422	35269	125834
1423	35293	125808
1424	35318	125782
1425	35343	125760
1426	35369	125738
1427	35393	125711
1428	35419	125690
1429	35442	125661
1430	35472	125653
1431	35501	125643
1432	35537	125657
1433	35569	125657
1434	35598	125648
1435	35628	125643
1436	35658	125635
1437	35684	125616
1438	35715	125611
1439	35744	125600
1440	35773	125593
1441	35802	125581
1442	35830	125566
1443	35860	125561
1444	35887	125543
1445	35915	125530
1446	35943	125515
1447	35970	125500
1448	35998	125486
1449	36026	125471
1450	36054	125457
1451	36079	125434
1452	36103	125406
1453	36127	125376
1454	36151	125349
1455	36177	125330
1456	36203	125308
1457	36229	125285
1458	36252	125254
1459	36275	125225
1460	36300	125200
1461	36323	125170
1462	36351	125156
1463	36375	125128
1464	36400	125105
1465	36425	125079
1466	36451	125057
1467	36475	125031
1468	36504	125020
1469	36529	124995
1470	36559	124987
1471	36589	124980
1472	36617	124968
1473	36644	124950
1474	36675	124944
1475	36703	124931
1476	36732	124920
1477	36760	124906
1478	36813	124978
1479	36849	124989
1480	36881	124987
1481	36912	124985
1482	36941	124972
1483	36968	124955
1484	36995	124939
1485	37023	124921
1486	37047	124896
1487	37068	124858
1488	37093	124833
1489	37119	124809
1490	37147	124797
1491	37176	124786
1492	37204	124771
1493	37232	124756
1494	37258	124734
1495	37282	124707
1496	37307	124681
1497	37333	124661
1498	37358	124637
1499	37385	124617
1500	37412	124599
1501	37439	124583
1502	37466	124564
1503	37492	124544
1504	37516	124515
1505	37543	124497
1506	37570	124478
1507	37594	124451
1508	37619	124424
1509	37650	124422
1510	37684	124425
1511	37710	124403
1512	37736	124383
1513	37764	124366
1514	37798	124373
1515	37826	124359
1516	37854	124343
1517	37882	124327
1518	37909	124311
1519	37938	124297
1520	37967	124288
1521	37996	124276
1522	38024	124259
1523	38051	124241
1524	38079	124226
1525	38105	124205
1526	38132	124187
1527	38158	124165
1528	38185	124148
1529	38210	124122
1530	38234	124094
1531	38258	124064
1532	38284	124042
1533	38310	124021
1534	38334	123994
1535	38359	123968
1536	38384	123944
1537	38408	123915
1538	38432	123888
1539	38457	123862
1540	38482	123839
1541	38508	123817
1542	38535	123798
1543	38564	123787
1544	38591	123767
1545	38615	123739
1546	38640	123713
1547	38663	123682
1548	38688	123659
1549	38714	123636
1550	38737	123606
1551	38764	123586
1552	38793	123575
1553	38823	123564
1554	38849	123543
1555	38875	123522
1556	38904	123508
1557	38928	123481
1558	38956	123466
1559	38982	123444
1560	39009	123425
1561	39033	123398
1562	39058	123372
1563	39085	123355
1564	39116	123347
1565	39143	123328
1566	39171	123314
1567	39198	123295
1568	39225	123277
1569	39252	123257
1570	39280	123242
1571	39311	123237
1572	39340	123223
1573	39369	123211
1574	39407	123226
1575	39436	123214
1576	39463	123195
1577	39491	123178
1578	39518	123161
1579	39542	123132
1580	39567	123106
1581	39590	123076
1582	39616	123055
1583	39642	123032
1584	39668	123008
1585	39696	122992
1586	39720	122967
1587	39748	122949
1588	39775	122931
1589	39802	122912
1590	39828	122889
1591	39853	122864
1592	39878	122841
1593	39905	122819
1594	39929	122793
1595	39956	122772
1596	39980	122746
1597	40005	122719
1598	40030	122694
1599	40054	122667
1600	40081	122647
1601	40106	122621
1602	40131	122598
1603	40159	122582
1604	40187	122564
1605	40210	122533
1606	40234	122505
1607	40259	122480
1608	40285	122459
1609	40307	122423
1610	40327	122382
1611	40351	122355
1612	40376	122331
1613	40399	122301
1614	40424	122275
1615	40449	122249
1616	40477	122233
1617	40503	122211
1618	40526	122180
1619	40551	122155
1620	40576	122131
1621	40601	122105
1622	40625	122077
1623	40651	122053
1624	40678	122036
1625	40703	122008
1626	40728	121984
1627	40751	121955
1628	40775	121926
1629	40802	121906
1630	40827	121881
1631	40849	121847
1632	40878	121835
1633	40905	121815
1634	40930	121791
1635	40956	121766
1636	40979	121736
1637	41001	121703
1638	41024	121671
1639	41048	121643
1640	41072	121616
1641	41097	121590
1642	41119	121556
1643	41147	121540
1644	41173	121517
1645	41200	121499
